File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF105ZMI	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR626VUC	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ETV6-human	DNA						2014-07-07	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF151UJT/	781266	ENCODE Processing Pipeline	c3046b3a66b31c2297fe9f60b53338bb		https://www.encodeproject.org/files/ENCFF105ZMI/@@download/ENCFF105ZMI.bigBed				released	s3://encode-public/2021/02/04/8f095ca7-c0d1-4b21-9982-f67be94dbfeb/ENCFF105ZMI.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/8f095ca7-c0d1-4b21-9982-f67be94dbfeb/ENCFF105ZMI.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, borderline replicate concordance		
ENCFF203NIA	bigWig	bigWig		signal p-value	GRCh38	ENCSR626VUC	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ETV6-human	DNA						2014-07-07	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF923QPK/, /files/ENCFF729UXS/, /files/ENCFF974ACI/, /files/ENCFF028PUX/	1138909750	ENCODE Processing Pipeline	e0987ca3ea667a89fdbefe26a775dd51		https://www.encodeproject.org/files/ENCFF203NIA/@@download/ENCFF203NIA.bigWig				released	s3://encode-public/2021/02/04/7338edce-a29c-434f-a2ec-ffe4d5c3ae29/ENCFF203NIA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/7338edce-a29c-434f-a2ec-ffe4d5c3ae29/ENCFF203NIA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, borderline replicate concordance		
ENCFF168RBB	bigWig	bigWig		signal p-value	GRCh38	ENCSR974OFJ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										KLF5-human	DNA						2014-07-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF634WBE/, /files/ENCFF783FZL/, /files/ENCFF526WYZ/, /files/ENCFF561BLF/	1968057944	ENCODE Processing Pipeline	fcc6afc36e75e62349ae7a4d638e11ea		https://www.encodeproject.org/files/ENCFF168RBB/@@download/ENCFF168RBB.bigWig				released	s3://encode-public/2020/12/03/feaf5c77-b33b-4b1d-ab9c-89ceb4059d17/ENCFF168RBB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/feaf5c77-b33b-4b1d-ab9c-89ceb4059d17/ENCFF168RBB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking	partially characterized antibody	
ENCFF570KBU	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR974OFJ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										KLF5-human	DNA						2014-07-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF992IBT/	445206	ENCODE Processing Pipeline	455ec03865fd80b823d4379d17ba9348		https://www.encodeproject.org/files/ENCFF570KBU/@@download/ENCFF570KBU.bigBed				released	s3://encode-public/2020/12/03/2af102dd-9512-46c5-a03c-865d4968eef9/ENCFF570KBU.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/2af102dd-9512-46c5-a03c-865d4968eef9/ENCFF570KBU.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking	partially characterized antibody	
ENCFF992IBT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR974OFJ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										KLF5-human	DNA						2014-07-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF783FZL/, /files/ENCFF561BLF/, /files/ENCFF634WBE/, /files/ENCFF356LFX/, /files/ENCFF526WYZ/	192014	ENCODE Processing Pipeline	dc15cbfb65e6b5e2e9eb66c5563b2395		https://www.encodeproject.org/files/ENCFF992IBT/@@download/ENCFF992IBT.bed.gz				released	s3://encode-public/2020/12/03/275093c7-5b46-4b27-a32f-ccfc94ace0d1/ENCFF992IBT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/275093c7-5b46-4b27-a32f-ccfc94ace0d1/ENCFF992IBT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking	partially characterized antibody	
ENCFF149XND	bigWig	bigWig		signal p-value	GRCh38	ENCSR664POU	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										RELA-human	DNA						2014-07-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF299TVN/, /files/ENCFF526WYZ/, /files/ENCFF277RXF/, /files/ENCFF783FZL/	2139100967	ENCODE Processing Pipeline	54f87219a1b81c9fbcc639d4bd06e1df		https://www.encodeproject.org/files/ENCFF149XND/@@download/ENCFF149XND.bigWig				released	s3://encode-public/2022/03/01/5d1cc92b-a5bf-4cc2-8704-9b6b1870afa9/ENCFF149XND.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/03/01/5d1cc92b-a5bf-4cc2-8704-9b6b1870afa9/ENCFF149XND.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	borderline replicate concordance	partially characterized antibody	
ENCFF141SMI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR664POU	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										RELA-human	DNA						2014-07-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF299TVN/, /files/ENCFF277RXF/, /files/ENCFF356LFX/, /files/ENCFF526WYZ/, /files/ENCFF783FZL/	249121	ENCODE Processing Pipeline	a3752493583589c7b849b49b379958cc		https://www.encodeproject.org/files/ENCFF141SMI/@@download/ENCFF141SMI.bed.gz				released	s3://encode-public/2022/03/01/c878ffaf-6445-4910-bcb7-0e6177021636/ENCFF141SMI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/01/c878ffaf-6445-4910-bcb7-0e6177021636/ENCFF141SMI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	borderline replicate concordance	partially characterized antibody	
ENCFF513IEN	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR664POU	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										RELA-human	DNA						2014-07-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF141SMI/	472029	ENCODE Processing Pipeline	8059dc08d400413b59cd171680bfb02e		https://www.encodeproject.org/files/ENCFF513IEN/@@download/ENCFF513IEN.bigBed				released	s3://encode-public/2022/03/01/888583a0-e624-4f03-835e-5061eea2cb51/ENCFF513IEN.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/03/01/888583a0-e624-4f03-835e-5061eea2cb51/ENCFF513IEN.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	borderline replicate concordance	partially characterized antibody	
ENCFF876YLP	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000AKC	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF023LTU/	2681443	ENCODE Processing Pipeline	1ab2be9f72350d5f0d10da9f4dbd74b7		https://www.encodeproject.org/files/ENCFF876YLP/@@download/ENCFF876YLP.bigBed				released	s3://encode-public/2020/09/30/d9183916-de40-4ead-9c66-1964b7da39b1/ENCFF876YLP.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/30/d9183916-de40-4ead-9c66-1964b7da39b1/ENCFF876YLP.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	control low read depth	insufficient read depth, control insufficient read depth	
ENCFF798KYP	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AKC	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF346JZP/, /files/ENCFF201OHW/, /files/ENCFF045SJL/, /files/ENCFF269GKF/	260666490	ENCODE Processing Pipeline	c19a3df77f7c95e0afba031993b5b8ef		https://www.encodeproject.org/files/ENCFF798KYP/@@download/ENCFF798KYP.bigWig				released	s3://encode-public/2020/09/30/3f6109fa-1ed0-4444-a946-3c28b6b704de/ENCFF798KYP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/30/3f6109fa-1ed0-4444-a946-3c28b6b704de/ENCFF798KYP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	control low read depth	insufficient read depth, control insufficient read depth	
ENCFF023LTU	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000AKC	Histone ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF201OHW/, /files/ENCFF346JZP/, /files/ENCFF045SJL/, /files/ENCFF356LFX/, /files/ENCFF269GKF/	1283096	ENCODE Processing Pipeline	16a3e221b461a64e7ec9bf8ab83c5e22		https://www.encodeproject.org/files/ENCFF023LTU/@@download/ENCFF023LTU.bed.gz				released	s3://encode-public/2020/09/30/439ce3bd-8d21-404a-b72d-f34ae58fa551/ENCFF023LTU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/30/439ce3bd-8d21-404a-b72d-f34ae58fa551/ENCFF023LTU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	control low read depth	insufficient read depth, control insufficient read depth	
ENCFF258UEW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EUM	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										YY1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF658PBP/, /files/ENCFF301QON/, /files/ENCFF493HLV/, /files/ENCFF356LFX/	38075	ENCODE Processing Pipeline	1ee615e3ed89c5f93740a2f54552ec45		https://www.encodeproject.org/files/ENCFF258UEW/@@download/ENCFF258UEW.bed.gz				released	s3://encode-public/2021/02/11/d7e6173b-4250-477a-a374-85dee2de560a/ENCFF258UEW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/11/d7e6173b-4250-477a-a374-85dee2de560a/ENCFF258UEW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.7.0 GRCh38	released		insufficient read depth, control insufficient read depth, insufficient read length	extremely low read depth
ENCFF150EFU	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EUM	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										YY1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF258UEW/	117805	ENCODE Processing Pipeline	71e38694baa88d9d794180dc0f192914		https://www.encodeproject.org/files/ENCFF150EFU/@@download/ENCFF150EFU.bigBed				released	s3://encode-public/2021/02/11/0a4e6af5-c8de-4457-9774-f21f73eb11c7/ENCFF150EFU.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/02/11/0a4e6af5-c8de-4457-9774-f21f73eb11c7/ENCFF150EFU.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.7.0 GRCh38	released		insufficient read depth, control insufficient read depth, insufficient read length	extremely low read depth
ENCFF658JIE	bigWig	bigWig		signal p-value	GRCh38	ENCSR000EUM	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										YY1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF658PBP/, /files/ENCFF301QON/, /files/ENCFF493HLV/	197479261	ENCODE Processing Pipeline	8deeb718553f2cdcf31b57fc0cc3df3f		https://www.encodeproject.org/files/ENCFF658JIE/@@download/ENCFF658JIE.bigWig				released	s3://encode-public/2021/02/11/884dcea2-3efb-4b19-b016-ca9e95e685e7/ENCFF658JIE.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/02/11/884dcea2-3efb-4b19-b016-ca9e95e685e7/ENCFF658JIE.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.7.0 GRCh38	released		insufficient read depth, control insufficient read depth, insufficient read length	extremely low read depth
ENCFF404CEP	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DZA	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										MAZ-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF467VSF/	840248	ENCODE Processing Pipeline	3236d863a5e76275048bf592e1a5184b		https://www.encodeproject.org/files/ENCFF404CEP/@@download/ENCFF404CEP.bigBed				released	s3://encode-public/2021/01/08/a188b847-a2e6-4377-a6cc-7795b104116e/ENCFF404CEP.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/a188b847-a2e6-4377-a6cc-7795b104116e/ENCFF404CEP.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF467VSF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DZA	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										MAZ-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF863XTX/, /files/ENCFF683ICJ/, /files/ENCFF356LFX/, /files/ENCFF278NPZ/, /files/ENCFF033QCU/, /files/ENCFF042LWY/, /files/ENCFF910KYB/	421606	ENCODE Processing Pipeline	de016aed3833935ccdf2962b36ae2e0f		https://www.encodeproject.org/files/ENCFF467VSF/@@download/ENCFF467VSF.bed.gz				released	s3://encode-public/2021/01/08/f35f3fe1-6f8b-4905-ba69-97cbc675cf81/ENCFF467VSF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/f35f3fe1-6f8b-4905-ba69-97cbc675cf81/ENCFF467VSF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF998ADI	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DZA	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										MAZ-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF863XTX/, /files/ENCFF683ICJ/, /files/ENCFF278NPZ/, /files/ENCFF033QCU/, /files/ENCFF042LWY/, /files/ENCFF910KYB/	858519428	ENCODE Processing Pipeline	ffcae0362f2f54eaab8b61b1cd546b9b		https://www.encodeproject.org/files/ENCFF998ADI/@@download/ENCFF998ADI.bigWig				released	s3://encode-public/2021/01/08/f8241acd-6f38-4862-8d3b-e1957c10b0fd/ENCFF998ADI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/f8241acd-6f38-4862-8d3b-e1957c10b0fd/ENCFF998ADI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF902BPJ	bigWig	bigWig		signal p-value	GRCh38	ENCSR000EAA	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF278NPZ/, /files/ENCFF042LWY/, /files/ENCFF753DOO/, /files/ENCFF683ICJ/, /files/ENCFF058SQO/, /files/ENCFF863XTX/	538756569	ENCODE Processing Pipeline	8f67997a05da89027ebde8b73b5ed8f6		https://www.encodeproject.org/files/ENCFF902BPJ/@@download/ENCFF902BPJ.bigWig				released	s3://encode-public/2021/01/07/b9e68f3b-3869-49dd-ad3f-d8fb45438f89/ENCFF902BPJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/01/07/b9e68f3b-3869-49dd-ad3f-d8fb45438f89/ENCFF902BPJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment, borderline replicate concordance, low read depth		
ENCFF384UKU	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EAA	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF855UKX/	209013	ENCODE Processing Pipeline	6962615af3e83f65336d031a574b4b78		https://www.encodeproject.org/files/ENCFF384UKU/@@download/ENCFF384UKU.bigBed				released	s3://encode-public/2021/01/07/c96222b5-90ca-4f9f-ae7c-c0a4afac58ea/ENCFF384UKU.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/01/07/c96222b5-90ca-4f9f-ae7c-c0a4afac58ea/ENCFF384UKU.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment, borderline replicate concordance, low read depth		
ENCFF855UKX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EAA	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF278NPZ/, /files/ENCFF042LWY/, /files/ENCFF753DOO/, /files/ENCFF683ICJ/, /files/ENCFF058SQO/, /files/ENCFF863XTX/, /files/ENCFF356LFX/	83576	ENCODE Processing Pipeline	659add048ee79eb9737da2ae4f8bfa53		https://www.encodeproject.org/files/ENCFF855UKX/@@download/ENCFF855UKX.bed.gz				released	s3://encode-public/2021/01/07/1a081974-8199-47ba-b7e3-2caa63fb32a4/ENCFF855UKX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/07/1a081974-8199-47ba-b7e3-2caa63fb32a4/ENCFF855UKX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment, borderline replicate concordance, low read depth		
ENCFF644HXX	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BQM	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										PML-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF691UEA/, /files/ENCFF161WUT/, /files/ENCFF305BPN/, /files/ENCFF826GVL/, /files/ENCFF339NUH/	1118186208	ENCODE Processing Pipeline	e9a5f0278090325cff4287bff654abb1		https://www.encodeproject.org/files/ENCFF644HXX/@@download/ENCFF644HXX.bigWig				released	s3://encode-public/2021/01/05/b930b41c-9428-4f2c-a8fe-406b40bae7fb/ENCFF644HXX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/01/05/b930b41c-9428-4f2c-a8fe-406b40bae7fb/ENCFF644HXX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF242KVU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQM	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										PML-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF691UEA/, /files/ENCFF161WUT/, /files/ENCFF305BPN/, /files/ENCFF356LFX/, /files/ENCFF826GVL/, /files/ENCFF339NUH/	359652	ENCODE Processing Pipeline	c0d0211e1fdd6e4b4a829d6c6d9a384d		https://www.encodeproject.org/files/ENCFF242KVU/@@download/ENCFF242KVU.bed.gz				released	s3://encode-public/2021/01/05/1e2c5ba8-896c-4315-bee8-cbf738f515ab/ENCFF242KVU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/05/1e2c5ba8-896c-4315-bee8-cbf738f515ab/ENCFF242KVU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF160JQZ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQM	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										PML-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF242KVU/	816992	ENCODE Processing Pipeline	16666a562db6f133c4dd8c503ee1b2b9		https://www.encodeproject.org/files/ENCFF160JQZ/@@download/ENCFF160JQZ.bigBed				released	s3://encode-public/2021/01/05/a8f20afe-491f-4409-9c04-7cbcf9a15108/ENCFF160JQZ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/01/05/a8f20afe-491f-4409-9c04-7cbcf9a15108/ENCFF160JQZ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF066HPG	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR961PPA	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ATF2-human	DNA						2016-10-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF213LSA/	660459	ENCODE Processing Pipeline	a4307b340c673682653660d7321f70ec		https://www.encodeproject.org/files/ENCFF066HPG/@@download/ENCFF066HPG.bigBed				released	s3://encode-public/2020/12/01/1a8e634d-2d3b-4415-9f74-c11ee174a4da/ENCFF066HPG.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/1a8e634d-2d3b-4415-9f74-c11ee174a4da/ENCFF066HPG.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, low read depth	poor library complexity, severe bottlenecking	
ENCFF295GYI	bigWig	bigWig		signal p-value	GRCh38	ENCSR961PPA	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ATF2-human	DNA						2016-10-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF956ZQI/, /files/ENCFF920SPT/, /files/ENCFF232AKP/, /files/ENCFF377KFK/	2157839732	ENCODE Processing Pipeline	36e6687afcde3bac6a13442c0dbda6e5		https://www.encodeproject.org/files/ENCFF295GYI/@@download/ENCFF295GYI.bigWig				released	s3://encode-public/2020/12/01/17a66b98-eb1d-428f-b2d7-3f733eab76d3/ENCFF295GYI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/17a66b98-eb1d-428f-b2d7-3f733eab76d3/ENCFF295GYI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, low read depth	poor library complexity, severe bottlenecking	
